ballotid,st,state,stateno,state_fips,state_icpsr,year,ballotname,ballotdescrip,type,electiontype,passed,pctyesvotes,unknownstatus,unofficialvotetotal,topicarea,abort,agricult,animalrights_huntfish,arts_cult,banking_finance,bond_meas,budgets,bus_commerce,civil_conlaw,criminal,drug,econdev,ed_higher,ed_prek12,elections,elections_initiative,energy_electric,environ,ethics_lobby_camfin,fedgov,gambling_lottery,health,humanservices,insurance,judiciary,juvenile_justice,labor_employ,landuse_proprights,legislatures,localgov,military_vet,natresourc,redistricting,stategov,tribalrelat,tax_rev,telecom_it,termlimits,transportation,cumulbystate,totalbystate
OR87,OR,Oregon,37,41,72,1912 ,Measure 17,Blue Sky Law, Initiative , General,0,46,0,0, Banking & Financial Services ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,859
OR88,OR,Oregon,37,41,72,1912 ,Measure 10,Millage Tax for University and Agricultural College, Initiative , General,0,46,0,0, Education: Higher Ed | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,859
OR89,OR,Oregon,37,41,72,1912 ,Measure 12,County Bond and Road Construction Act--Grange Bill, Initiative , General,0,46.70000076,0,0, Bond Measures | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,859
OR90,OR,Oregon,37,41,72,1912 ,Measure 3,Divorce of Local and State Taxation, Legislative Referendum , General,0,47.59999847,0,0, Local Government | State Government | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,90,859
OR91,OR,Oregon,37,41,72,1912 ,Measure 4,Permitting Different Tax Rates on Classes of Property, Legislative Referendum , General,0,48.90000153,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91,859
OR92,OR,Oregon,37,41,72,1912 ,Measure 25,Income Tax Amendment, Initiative , General,0,49.90000153,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92,859
OR93,OR,Oregon,37,41,72,1912 ,Measure 1,Equal Suffrage Amendment, Initiative , General,1,51.79999924,0,0, Civil & Constitutional Law | Elections ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,859
OR94,OR,Oregon,37,41,72,1912 ,Measure 26,Tax Exemption on Household Effects, Initiative , General,1,53.79999924,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94,859
OR95,OR,Oregon,37,41,72,1912 ,Measure 29,Freight Rates Act, Initiative , General,1,56.09999847,0,0, Business & Commerce ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,859
OR96,OR,Oregon,37,41,72,1912 ,Measure 23,Limiting County Road Indebtedness, Initiative , General,1,56.59999847,0,0, Budgets | Local Government | Transportation ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,96,859
OR97,OR,Oregon,37,41,72,1912 ,Measure 16,Eight-hour Day on Public Works, Initiative , General,1,57.29999924,0,0, Labor & Employment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,859
OR98,OR,Oregon,37,41,72,1912 ,Measure 5,Repeal of County Tax Option, Legislative Referendum , General,1,57.5,0,0, Local Government | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,98,859
OR99,OR,Oregon,37,41,72,1912 ,Measure 21,Limiting State Road Indebtedness, Initiative , General,1,57.79999924,0,0, Budgets | Transportation ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,859
OR100,OR,Oregon,37,41,72,1912 ,Measure 8,Statewide Public Utilities Regulation, Popular Referendum , General,1,61.70000076,0,0, Energy & Electric Utilities | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,859
OR101,OR,Oregon,37,41,72,1912 ,Measure 19,Relating to Employment of County and City Prisoners, Initiative , General,1,65.40000153,0,0, Criminal Justice | Labor & Employment ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101,859
OR102,OR,Oregon,37,41,72,1912 ,Measure 18,Relating to Employment of State Prisoners, Initiative , General,1,66.30000305,0,0, Criminal Justice | Labor & Employment ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102,859
OR103,OR,Oregon,37,41,72,1912 ,Measure 7,Double Liability on Bank Stockholders, Legislative Referendum , General,1,79.19999695,0,0, Banking & Financial Services ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,859
OR104,OR,Oregon,37,41,72,1913 ,Measure 3,Sterilization Act, Popular Referendum , Special,0,43.90000153,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,859
OR105,OR,Oregon,37,41,72,1913 ,Measure 2,University of Oregon New Building Appropriation, Popular Referendum , Special,1,55.5,0,0, Budgets | Education: Higher Ed ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,859
OR106,OR,Oregon,37,41,72,1913 ,Measure 1,State University Building Repair Fund, Popular Referendum , Special,1,58.29999924,0,0, Budgets | Education: Higher Ed ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,859
OR107,OR,Oregon,37,41,72,1913 ,Measure 4,County Attorney Act, Popular Referendum , Special,1,58.70000076,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,859
OR108,OR,Oregon,37,41,72,1913 ,Measure 5,Workmen's Compensation Act, Popular Referendum , Special,1,70.30000305,0,0, Labor & Employment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,108,859
OR109,OR,Oregon,37,41,72,1914 ,Measure 28,Primary Delegate Election Bill, Initiative , General,0,14,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,859
OR110,OR,Oregon,37,41,72,1914 ,Measure 24,Abolishing Desert Land Board and Reorganizing Certain State Offices, Initiative , General,0,18.60000038,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110,859
OR111,OR,Oregon,37,41,72,1914 ,Measure 23,A Tax Code Commission Bill, Initiative , General,0,19.39999962,0,0, State Government | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,111,859
OR112,OR,Oregon,37,41,72,1914 ,Measure 10,Providing Compensation for Members of Legislature at Five Dollars Per Day, Legislative Referendum , General,0,21.89999962,0,0, Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112,859
OR113,OR,Oregon,37,41,72,1914 ,Measure 25,Proportional Representation Amendment, Initiative , General,0,22.5,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,859
OR114,OR,Oregon,37,41,72,1914 ,Measure 11,Universal Constitutional Eight Hour Day Amendment, Initiative , General,0,22.70000076,0,0, Labor & Employment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114,859
OR115,OR,Oregon,37,41,72,1914 ,Measure 29,Equal Assessment and Taxation and $300 Exemption Amendment, Initiative , General,0,23.5,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115,859
OR116,OR,Oregon,37,41,72,1914 ,Measure 2,Creating Office of Lieutenant Governor, Legislative Referendum , General,0,26.60000038,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,116,859
OR117,OR,Oregon,37,41,72,1914 ,Measure 4,Permitting State to Create an Indebtedness Not to Exceed Two Percent of Assessed Valuation for Irrigation and Power Projects and Development of Untilled Lands, Legislative Referendum , General,0,27.60000038,0,0, Agriculture ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,859
OR118,OR,Oregon,37,41,72,1914 ,Measure 6,Changing Existing Rule of Uniformity and Equality of Taxation, Legislative Referendum , General,0,29.89999962,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118,859
OR119,OR,Oregon,37,41,72,1914 ,Measure 27,Department of Industry and Public Works Amendment, Initiative , General,0,31.39999962,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119,859
OR120,OR,Oregon,37,41,72,1914 ,Measure 20,Consolidating Corporation and Insurance Departments, Initiative , General,0,31.60000038,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,859
OR121,OR,Oregon,37,41,72,1914 ,Measure 19,Specific Personal Graduated Extra-Tax Amendment, Initiative , General,0,32.09999847,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121,859
OR122,OR,Oregon,37,41,72,1914 ,Measure 14,$1500 Tax Exemption Amendment, Initiative , General,0,32.5,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,122,859
OR123,OR,Oregon,37,41,72,1914 ,Measure 26,State Senate, Initiative , General,0,33.59999847,0,0, Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123,859
OR124,OR,Oregon,37,41,72,1914 ,Measure 5,"Omitting Requirement that ""All Taxation Shall Be Equal And Uniform""", Legislative Referendum , General,0,33.70000076,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,124,859
OR125,OR,Oregon,37,41,72,1914 ,Measure 15,Public Docks and Water Frontage Amendment, Initiative , General,0,36.90000153,0,0, Business & Commerce ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,859
OR126,OR,Oregon,37,41,72,1914 ,Measure 16,Municipal Wharves and Docks Bill, Initiative , General,0,37.70000076,0,0, Business & Commerce | Local Government ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126,859
OR127,OR,Oregon,37,41,72,1914 ,Measure 13,Nonpartisan Judiciary Bill Prohibiting Party Nominations for Judicial Officers, Initiative , General,0,40.90000153,0,0, Elections | Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,859
OR128,OR,Oregon,37,41,72,1914 ,Measure 12,Eight-Hour Day and Room-Ventilation Law for Female Workers, Initiative , General,0,42.40000153,0,0, Labor & Employment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128,859
OR129,OR,Oregon,37,41,72,1914 ,Measure 3,"Permitting Certain City and County Boundaries to be Made Identical, and Governments Consolidated", Legislative Referendum , General,0,42.90000153,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129,859
OR130,OR,Oregon,37,41,72,1914 ,Measure 7,Establish State Normal School at Ashland, Legislative Referendum , General,0,43.40000153,0,0, Education: Higher Ed ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,859
OR131,OR,Oregon,37,41,72,1914 ,Measure 22,County Officers Term Amendment, Initiative , General,0,43.59999847,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131,859
OR132,OR,Oregon,37,41,72,1914 ,Measure 9,Establish State Normal School at Weston, Legislative Referendum , General,0,45.40000153,0,0, Education: Higher Ed ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,859
OR133,OR,Oregon,37,41,72,1914 ,Measure 21,Dentistry Bill, Initiative , General,0,45.59999847,0,0, Business & Commerce | Health ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,859
OR134,OR,Oregon,37,41,72,1914 ,Measure 18,Abolishing Death Penalty, Initiative , General,1,50,0,0, Criminal Justice ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,859
OR135,OR,Oregon,37,41,72,1914 ,Measure 8,Enabling Incorporated Municipalities to Surrender Charters and to be Merged in Adjoining City or Town, Legislative Referendum , General,1,55.29999924,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135,859
OR136,OR,Oregon,37,41,72,1914 ,Measure 17,Prohibition Constitutional Amendment, Initiative , General,1,57.70000076,0,0, Business & Commerce | Drug/Alcohol/Tobacco Policy ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,859
OR137,OR,Oregon,37,41,72,1914 ,Measure 1,Requiring Voters to be Citizens of the United States, Legislative Referendum , General,1,80.5,0,0, Civil & Constitutional Law | Elections ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,859
OR138,OR,Oregon,37,41,72,1916 ,Measure 4,Full Rental Value Land Tax and Homemakers' Loan Fund Amendment, Initiative , General,0,21.89999962,0,0, Human Services | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,138,859
OR139,OR,Oregon,37,41,72,1916 ,Measure 8,Permitting Manufacture and Regulating Sale 4 Percent Malt Liquors, Initiative , General,0,37.90000153,0,0, Business & Commerce ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,859
OR140,OR,Oregon,37,41,72,1916 ,Measure 5,For Pendleton Normal School and Ratifying Location Certain State Institutions, Initiative , General,0,46.90000153,0,0, Education: Higher Ed ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,859
OR141,OR,Oregon,37,41,72,1916 ,Measure 3,Negro and Mulatto Suffrage Amendment, Legislative Referendum , General,0,49.79999924,0,0, Civil & Constitutional Law | Elections ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,859
OR142,OR,Oregon,37,41,72,1916 ,Measure 6,Anti-compulsory Vaccination Bill, Initiative , General,0,49.90000153,0,0, Health ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,859
OR143,OR,Oregon,37,41,72,1916 ,Measure 9,Prohibition Amendment Forbidding Importation of Intoxicating Liquors for Beverage Purposes, Initiative , General,1,51.20000076,0,0, Business & Commerce | Drug/Alcohol/Tobacco Policy ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,859
OR144,OR,Oregon,37,41,72,1916 ,Measure 11,State-wide Tax and Indebtedness Limitation Amendment, Initiative , General,1,54.20000076,0,0, Budgets | Tax & Revenue ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,144,859
OR145,OR,Oregon,37,41,72,1916 ,Measure 10,Rural Credits Amendment, Initiative , General,1,56.20000076,0,0, Agriculture ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,859
OR146,OR,Oregon,37,41,72,1916 ,Measure 7,Bill Repealing and Abolishing the Sunday Closing Law, Initiative , General,1,57.70000076,0,0, Business & Commerce ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,859
OR147,OR,Oregon,37,41,72,1916 ,Measure 2,Ship Tax Exemption Amendment, Legislative Referendum , General,1,64.69999695,0,0, Tax & Revenue | Transportation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,147,859
OR148,OR,Oregon,37,41,72,1916 ,Measure 1,Single Item Veto Amendment, Legislative Referendum , General,1,72.69999695,0,0, Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,148,859
OR149,OR,Oregon,37,41,72,1917 ,Measure 2,Limiting Number of Bills Introduced and Increasing Pay of Legislators, Legislative Referendum , Special,0,17.70000076,0,0, Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,149,859
OR150,OR,Oregon,37,41,72,1917 ,Measure 3,Declaration Against Implied Repeal of Constitutional Provisions by Amendments Thereto, Legislative Referendum , Special,0,33.90000153,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,859
OR151,OR,Oregon,37,41,72,1917 ,Measure 6,Four Hundred Thousand Dollar Tax Levy for a New Penitentiary, Legislative Referendum , Special,0,35.09999847,0,0, Criminal Justice | Tax & Revenue ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,151,859
OR152,OR,Oregon,37,41,72,1917 ,Measure 4,Uniform Tax Classification Amendment, Legislative Referendum , Special,1,53.79999924,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,152,859
OR153,OR,Oregon,37,41,72,1917 ,Measure 7,Six Million Dollar State Road Bond Issue and Highway Bill, Legislative Referendum , Special,1,54.79999924,0,0, Bond Measures | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,859
OR154,OR,Oregon,37,41,72,1917 ,Measure 1,Authorizing Ports to Create Limited Indebtedness to Encourage Water Transportation, Legislative Referendum , Special,1,55.09999847,0,0, Transportation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,859
OR155,OR,Oregon,37,41,72,1917 ,Measure 5,"Requiring Election City, Town and State Officers at Same Time", Legislative Referendum , Special,1,66.40000153,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,859
OR156,OR,Oregon,37,41,72,1918 ,Measure 2,"Establishing Dependent, Delinquent and Defective Children's Home, Appropriating Money Therefor", Legislative Referendum , General,0,39.90000153,0,0, Health | Human Services | Juvenile Justice ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156,859
OR157,OR,Oregon,37,41,72,1918 ,Measure 7,Authorizing Increase in Amount of Levy of State Taxes for Year 1919, Other , General,0,42.09999847,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,157,859
OR158,OR,Oregon,37,41,72,1918 ,Measure 1,Establishing and Maintaining Southern and Eastern Oregon Normal Schools, Legislative Referendum , General,0,43,0,0, Education: Higher Ed ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,859
OR159,OR,Oregon,37,41,72,1918 ,Measure 3,Prohibiting Seine and Setnet Fishing in Rogue River and Tributaries, Popular Referendum , General,0,47.5,0,0, Animal Rights/Hunting & Fishing | Business & Commerce | Natural Resources ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,159,859
OR160,OR,Oregon,37,41,72,1918 ,Measure 6,Fixing Compensation for Publication of Legal Notice, Initiative , General,1,54.5,0,0, Business & Commerce ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,859
OR161,OR,Oregon,37,41,72,1918 ,Measure 4,Closing the Willamette River to Commercial Fishing South of Oswego, Popular Referendum , General,1,57.59999847,0,0, Animal Rights/Hunting & Fishing | Business & Commerce | Natural Resources ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,161,859
OR162,OR,Oregon,37,41,72,1918 ,Measure 5,Delinquent Tax Notice Bill, Initiative , General,1,61.59999847,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,162,859
OR163,OR,Oregon,37,41,72,1919 ,Measure 5,Lieutenant Governor Constitutional Amendment, Legislative Referendum , Special,0,41.09999847,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,163,859
OR164,OR,Oregon,37,41,72,1919 ,Measure 7,Reconstruction Bonding Bill, Legislative Referendum , Special,0,46.59999847,0,0, Bond Measures | State Government ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,164,859
OR165,OR,Oregon,37,41,72,1919 ,Measure 2,Industrial and Reconstruction Hospital Amendment, Legislative Referendum , Special,0,48.40000153,0,0, Health ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,859
OR166,OR,Oregon,37,41,72,1919 ,Measure 4,Five Million Dollar Reconstruction Bonding Amendment, Legislative Referendum , Special,0,49.09999847,0,0, Bond Measures | State Government ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,166,859
OR167,OR,Oregon,37,41,72,1919 ,Measure 3,State Bond Payment of Irrigation and Drainage District Bond Interest, Legislative Referendum , Special,1,54.40000153,0,0, Agriculture | Bond Measures ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,859
OR168,OR,Oregon,37,41,72,1919 ,Measure 8,"Soldiers', Sailors' and Marines' Educational Financial Aid Bill", Legislative Referendum , Special,1,59.5,0,0, Education: Higher Ed | Military & Veterans Affairs ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,168,859
OR169,OR,Oregon,37,41,72,1919 ,Measure 1,Six Percent County Indebtedness for Permanent Roads Amendment, Legislative Referendum , Special,1,59.70000076,0,0, Budgets | Local Government | Transportation ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,169,859
